system:index,ARVI,EVI,MNDVI,MNDWI,NDMI,NDVI,NDWI,NMDI,RDI,RECI,SAVI,TVI,date,.geo
20160129T054102_20160129T054903_T42RZP,0.1135036923,2.756997338,-0.5933032142,-0.3425167274,-0.1292873793,0.1220733062,-0.2230706155,0.6006140449,3.996141835,0.2725705491,0.2196949799,0.7880674072,2016-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160129T054102_20160129T054903_T43RBJ,0.1158224464,3.033522391,-0.5915719387,-0.3408607415,-0.1263601235,0.1242593323,-0.2240990297,0.6010018332,3.98456278,0.2790856369,0.2236289517,0.789357611,2016-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160129T054102_20160129T054903_T43RBK,0.1759926321,4.30940592,-0.5511578314,-0.3042692726,-0.05054678138,0.1823530666,-0.2568878877,0.6216347671,3.630392438,0.4334629689,0.3281785635,0.8237154971,2016-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160129T054102_20160129T054903_T43RCJ,0.1402683294,2.697700808,-0.5699405393,-0.3521970085,-0.1251786507,0.1475458092,-0.2369371271,0.5524672781,3.780064124,0.3249682735,0.2655350587,0.8033927705,2016-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160129T054102_20160129T054903_T43RCK,0.1603869527,3.670136791,-0.5583604737,-0.3395354561,-0.09374212535,0.1670617734,-0.2534915957,0.5653923554,3.663382239,0.3778447624,0.3006571901,0.8150652694,2016-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T42RYQ,0.2478082478,4.929598003,-0.226072015,-0.2805312905,0.04747348141,0.2549503877,-0.3240473973,0.7030288456,1.744376002,0.578561301,0.4588333656,0.8635954138,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T42RYR,0.1736558503,3.29438598,-0.286393011,-0.28996998,-0.02002718189,0.1825104339,-0.2711201729,0.6875390257,1.853940973,0.3443828125,0.3284653109,0.8243275671,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T42RZP,0.1138203615,5.925583677,-0.4646289379,-0.3374340956,-0.117476274,0.1230198051,-0.2291909988,0.6465276524,2.792397315,0.2347267471,0.2213972724,0.7885491214,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T43RBJ,0.111671705,3.04260459,-0.4680055177,-0.3381007049,-0.1195823134,0.1210067198,-0.2278487084,0.6482354405,2.807001236,0.2295661219,0.2177745532,0.7874057479,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T43RBK,0.2060883846,3.722471963,-0.3144916714,-0.3061211345,-0.01234622435,0.2136479954,-0.2939564448,0.6821299827,2.035635506,0.4443288334,0.3844996791,0.841673979,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T43RBL,0.1843256095,3.400423756,-0.2926256984,-0.3057395433,-0.02193730119,0.1931213488,-0.2849210264,0.7000486451,3.384815725,0.6144716316,0.3475600066,0.8302255369,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T43RCK,0.1873948986,3.353728598,-0.3342913625,-0.3174396128,-0.0313506233,0.1963595861,-0.2886334409,0.6791164577,2.072496643,0.3914450182,0.3533863634,0.8324676709,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160201T055052_20160201T055848_T43RCL,0.163973268,3.235268153,-0.3404945845,-0.3101229951,-0.04385060351,0.1734384845,-0.2689623241,0.7125899548,2.093890193,0.3390050988,0.312136194,0.8185008786,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T42RZP,0.09987042779,2.822297586,-0.4772175136,-0.3563229463,-0.1298495599,0.1120275162,-0.2375232463,0.6873513775,2.838822055,0.2014316526,0.201619742,0.7822173767,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RBJ,0.1010394586,2.898765212,-0.4762389848,-0.3558931124,-0.1283593952,0.1131503879,-0.2384906824,0.6869833279,2.832987403,0.2036070911,0.2036405852,0.7829170896,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RBK,0.1076775266,2.862387731,-0.4653938903,-0.3301120981,-0.09655832381,0.1196046836,-0.2410223307,0.6930178114,2.772026776,0.223439278,0.2152562809,0.7867627493,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RBL,0.0818160559,2.769617884,-0.5011279564,-0.3021203899,-0.09634649197,0.09472917287,-0.2118818138,0.7365122527,3.028241927,0.1936919714,0.1704881592,0.7709765069,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RCJ,0.1219542834,2.931749375,-0.4650171804,-0.3659458115,-0.1319788823,0.1325483436,-0.245790086,0.6393845216,2.768261774,0.2337855502,0.2385498439,0.7949773803,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RCK,0.1191298021,2.893721676,-0.4636846554,-0.365940716,-0.1212083111,0.1306056053,-0.2561543329,0.6474272936,2.753452676,0.2317747874,0.2350536625,0.7938240298,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T053622_20160329T054442_T43RCL,0.08304397149,2.752799884,-0.5057860086,-0.3232402227,-0.1071929578,0.0967482532,-0.2236929233,0.7311509667,3.064358476,0.1937799012,0.1741219831,0.7722697906,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T42RZP,0.09987042779,2.822297586,-0.4772175136,-0.3563229463,-0.1298495599,0.1120275162,-0.2375232463,0.6873513775,2.838822055,0.2014316526,0.201619742,0.7822173767,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RBJ,0.1010394586,2.898765212,-0.4762389848,-0.3558931124,-0.1283593952,0.1131503879,-0.2384906824,0.6869833279,2.832987403,0.2036070911,0.2036405852,0.7829170896,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RBK,0.1076775266,2.862387731,-0.4653938903,-0.3301120981,-0.09655832381,0.1196046836,-0.2410223307,0.6930178114,2.772026776,0.223439278,0.2152562809,0.7867627493,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RBL,0.0818160559,2.769617884,-0.5011279564,-0.3021203899,-0.09634649197,0.09472917287,-0.2118818138,0.7365122527,3.028241927,0.1936919714,0.1704881592,0.7709765069,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RCJ,0.1219542834,2.931749375,-0.4650171804,-0.3659458115,-0.1319788823,0.1325483436,-0.245790086,0.6393845216,2.768261774,0.2337855502,0.2385498439,0.7949773803,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RCK,0.1191298021,2.893721676,-0.4636846554,-0.365940716,-0.1212083111,0.1306056053,-0.2561543329,0.6474272936,2.753452676,0.2317747874,0.2350536625,0.7938240298,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160329T054442_20160329T111250_T43RCL,0.08304397149,2.752799884,-0.5057860086,-0.3232402227,-0.1071929578,0.0967482532,-0.2236929233,0.7311509667,3.064358476,0.1937799012,0.1741219831,0.7722697906,2016-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T42RYQ,0.07189806783,2.741748201,-0.6629519299,-0.3104874748,-0.1077901917,0.08530033593,-0.2095866587,0.6203182767,4.996910995,0.2511323343,0.1535169716,0.7647489057,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T42RYR,0.05217152277,2.682370987,-0.6769436331,-0.2968424279,-0.1204521743,0.06600361427,-0.1829014439,0.6232083416,5.211584771,0.2225042016,0.1187890385,0.7522023534,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T42RZP,0.07102496173,2.732166382,-0.674556373,-0.3522339786,-0.1506260776,0.08421822848,-0.2129441637,0.6011652098,5.160265871,0.2251921112,0.1515683154,0.7642888756,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T43RBJ,0.07057343204,2.729759152,-0.6755120271,-0.3516681603,-0.150436162,0.08385085557,-0.2125059644,0.603559961,5.176626203,0.2248509551,0.1509073166,0.7640529119,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T43RBK,0.07799853378,2.759708863,-0.6636994689,-0.3206399815,-0.115695361,0.09107278608,-0.2126582185,0.6112769417,4.994318687,0.2531048309,0.1639047902,0.7684914293,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T43RBL,0.06760936038,2.727088814,-0.6650262121,-0.310147656,-0.1135882131,0.08124200431,-0.203655452,0.6298533244,5.001460983,0.2412491522,0.1462131059,0.7621590908,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T43RCK,0.07349343502,2.732485371,-0.668096892,-0.32658004,-0.1191780818,0.08727203969,-0.2157358808,0.6116415245,5.054021211,0.2446530093,0.1570647768,0.7661366552,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T054622_20160401T055246_T43RCL,0.05837663191,2.687726617,-0.6625837706,-0.3152731777,-0.1220475419,0.07291995113,-0.2008650058,0.6488743881,4.950039374,0.217224654,0.1312355671,0.756766348,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T42RYQ,0.07189806783,2.741748201,-0.6629519299,-0.3104874748,-0.1077901917,0.08530033593,-0.2095866587,0.6203182767,4.996910995,0.2511323343,0.1535169716,0.7647489057,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T42RYR,0.05217152277,2.682370987,-0.6769436331,-0.2968424279,-0.1204521743,0.06600361427,-0.1829014439,0.6232083416,5.211584771,0.2225042016,0.1187890385,0.7522023534,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T42RZP,0.07102496173,2.732166382,-0.674556373,-0.3522339786,-0.1506260776,0.08421822848,-0.2129441637,0.6011652098,5.160265871,0.2251921112,0.1515683154,0.7642888756,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T43RBJ,0.07057343204,2.729759152,-0.6755120271,-0.3516681603,-0.150436162,0.08385085557,-0.2125059644,0.603559961,5.176626203,0.2248509551,0.1509073166,0.7640529119,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T43RBK,0.07799853378,2.759708863,-0.6636994689,-0.3206399815,-0.115695361,0.09107278608,-0.2126582185,0.6112769417,4.994318687,0.2531048309,0.1639047902,0.7684914293,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T43RBL,0.06760936038,2.727088814,-0.6650262121,-0.310147656,-0.1135882131,0.08124200431,-0.203655452,0.6298533244,5.001460983,0.2412491522,0.1462131059,0.7621590908,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T43RCK,0.07349343502,2.732485371,-0.668096892,-0.32658004,-0.1191780818,0.08727203969,-0.2157358808,0.6116415245,5.054021211,0.2446530093,0.1570647768,0.7661366552,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160401T055246_20160401T094132_T43RCL,0.05837663191,2.687726617,-0.6625837706,-0.3152731777,-0.1220475419,0.07291995113,-0.2008650058,0.6488743881,4.950039374,0.217224654,0.1312355671,0.756766348,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T42RZP,0.09562777209,2.828907805,-0.4993339009,-0.3577282736,-0.1408594044,0.1071928758,-0.228414222,0.6906390914,3.005919997,0.1952624137,0.1929189132,0.7791484483,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RBJ,0.09679480078,2.828695386,-0.4967298192,-0.357282247,-0.1394255236,0.1082995428,-0.2293200482,0.6907271865,2.986622004,0.1970627003,0.1949105775,0.7798482286,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RBK,0.1016020627,2.856431557,-0.4568074686,-0.3410087798,-0.1159732595,0.1130938479,-0.2341654211,0.7137256243,2.698712188,0.2038965764,0.2035391831,0.7827900421,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RBL,0.0818347102,2.757017896,-0.4589279461,-0.3215308903,-0.110781219,0.09490373838,-0.2185603793,0.760492981,2.702269134,0.1757281979,0.1708035014,0.7712177121,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RCJ,0.1119283779,2.903787714,-0.4742247373,-0.3643166097,-0.1432445981,0.1222454853,-0.2332789173,0.6497253061,2.822364612,0.2144416525,0.2200083374,0.7886760838,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RCK,0.1122388728,2.893367904,-0.4511316942,-0.3663345578,-0.1336885186,0.1230902579,-0.2446830492,0.6668742394,2.658649618,0.2112626569,0.2215287333,0.7892212466,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T053642_20160428T055012_T43RCL,0.08064217104,2.74750778,-0.4581122504,-0.3345160145,-0.1197983495,0.09407522467,-0.2236874079,0.7657747064,2.694930734,0.1697401552,0.1693119189,0.7706959073,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T055012_20160428T095547_T42RZP,0.09562777209,2.828907805,-0.4993339009,-0.3577282736,-0.1408594044,0.1071928758,-0.228414222,0.6906390914,3.005919997,0.1952624137,0.1929189132,0.7791484483,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T055012_20160428T095547_T43RBJ,0.09679480078,2.828695386,-0.4967298192,-0.357282247,-0.1394255236,0.1082995428,-0.2293200482,0.6907271865,2.986622004,0.1970627003,0.1949105775,0.7798482286,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T055012_20160428T095547_T43RBK,0.1016020627,2.856431557,-0.4568074686,-0.3410087798,-0.1159732595,0.1130938479,-0.2341654211,0.7137256243,2.698712188,0.2038965764,0.2035391831,0.7827900421,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T055012_20160428T095547_T43RBL,0.0818347102,2.757017896,-0.4589279461,-0.3215308903,-0.110781219,0.09490373838,-0.2185603793,0.760492981,2.702269134,0.1757281979,0.1708035014,0.7712177121,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20160428T055012_20160428T095547_T43RCJ,0.1119283779,2.903787714,-0.4742247373,-0.3643166097,-0.1432445981,0.1222454853,-0.2332789173,0.6497253061,2.822364612,0.2144416525,0.2200083374,0.7886760838,2016-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
